,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
763,1.0,-0.076,FOX,"said, say, peopl, year, one, time, day, first, like, get",0.261
764,15.0,0.0,FOX,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",1.0
765,4.0,0.144,FOX,"said, time, say, new, peopl, n’t, like, one, year, take",0.336
766,5.0,-0.098,FOX,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.396
767,9.0,0.243,FOX,"said, peopl, year, vaccin, like, first, also, time, back, one",0.502
768,11.0,0.122,FOX,"said, one, time, like, day, say, peopl, work, also, year",0.251
769,0.0,0.208,FOX,"said, peopl, say, vaccin, one, like, time, get, day, new",0.486
770,8.0,0.068,FOX,"said, say, one, case, also, n’t, day, new, time, get",0.3
771,13.0,0.35,FOX,"said, vaccin, say, one, like, also, week, peopl, use, year",0.55
772,8.0,0.079,FOX,"said, say, one, case, also, n’t, day, new, time, get",0.405
773,17.0,0.013,FOX,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.488
774,9.0,0.044,FOX,"said, peopl, year, vaccin, like, first, also, time, back, one",0.352
775,10.0,0.25,FOX,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.383
776,1.0,-0.135,FOX,"said, say, peopl, year, one, time, day, first, like, get",0.468
777,9.0,-0.212,FOX,"said, peopl, year, vaccin, like, first, also, time, back, one",0.45
778,1.0,-0.149,FOX,"said, say, peopl, year, one, time, day, first, like, get",0.524
779,9.0,0.006,FOX,"said, peopl, year, vaccin, like, first, also, time, back, one",0.291
780,14.0,0.005,FOX,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.27
781,9.0,0.237,FOX,"said, peopl, year, vaccin, like, first, also, time, back, one",0.437
782,16.0,0.045,FOX,"said, vaccin, one, peopl, say, get, new, day, time, case",0.236
783,9.0,0.444,FOX,"said, peopl, year, vaccin, like, first, also, time, back, one",0.667
784,14.0,0.025,FOX,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.25
785,2.0,-0.007,FOX,"say, said, time, year, peopl, vaccin, first, like, also, work",0.73
786,15.0,0.048,FOX,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.11
787,9.0,0.35,FOX,"said, peopl, year, vaccin, like, first, also, time, back, one",0.5
788,15.0,-0.084,FOX,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.402
789,7.0,0.087,FOX,"said, say, peopl, year, also, get, work, one, school, two",0.667
790,15.0,0.512,FOX,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.793
791,17.0,-0.034,FOX,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.181
792,14.0,0.063,CBC,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.488
793,6.0,0.0,CBC,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.0
794,15.0,-0.255,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.433
795,5.0,0.35,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.487
796,2.0,0.167,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.256
797,2.0,0.092,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.639
798,14.0,0.05,CBC,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.6
799,12.0,0.02,CBC,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.287
800,5.0,-0.386,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.57
801,4.0,-0.007,CBC,"said, time, say, new, peopl, n’t, like, one, year, take",0.404
802,1.0,0.196,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.489
803,15.0,0.198,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.515
804,6.0,-0.014,CBC,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.407
805,2.0,0.086,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.445
806,10.0,-0.007,CBC,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.447
807,6.0,0.053,CBC,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.352
808,15.0,0.073,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.376
809,8.0,-0.048,CBC,"said, say, one, case, also, n’t, day, new, time, get",0.349
810,6.0,-0.03,CBC,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.328
811,9.0,0.044,CBC,"said, peopl, year, vaccin, like, first, also, time, back, one",0.388
812,6.0,0.069,CBC,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.356
813,15.0,0.156,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.44
814,15.0,0.103,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.466
815,2.0,0.121,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.484
816,12.0,0.109,CBC,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.499
817,7.0,-0.085,CBC,"said, say, peopl, year, also, get, work, one, school, two",0.366
818,6.0,0.044,CBC,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.317
819,1.0,0.049,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.481
820,7.0,0.07,CBC,"said, say, peopl, year, also, get, work, one, school, two",0.286
821,2.0,0.057,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.452
822,3.0,0.012,CBC,"said, vaccin, say, peopl, new, report, time, one, also, year",0.378
823,15.0,0.032,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.46
824,15.0,0.03,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.324
825,10.0,0.219,CBC,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.483
826,9.0,0.098,CBC,"said, peopl, year, vaccin, like, first, also, time, back, one",0.303
827,17.0,0.054,CBC,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.478
828,15.0,0.159,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.396
829,8.0,-0.012,CBC,"said, say, one, case, also, n’t, day, new, time, get",0.418
830,1.0,0.169,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.412
831,15.0,-0.128,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.211
832,14.0,0.048,CBC,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.32
833,14.0,0.167,CBC,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.189
834,2.0,0.14,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.378
835,2.0,0.128,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.418
836,9.0,0.082,CBC,"said, peopl, year, vaccin, like, first, also, time, back, one",0.394
837,2.0,0.142,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.484
838,5.0,0.214,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.433
839,16.0,0.127,CBC,"said, vaccin, one, peopl, say, get, new, day, time, case",0.484
840,9.0,0.229,CBC,"said, peopl, year, vaccin, like, first, also, time, back, one",0.415
841,1.0,0.025,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.447
842,9.0,0.07,CBC,"said, peopl, year, vaccin, like, first, also, time, back, one",0.339
843,18.0,0.236,CBC,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.491
844,5.0,0.212,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.596
845,2.0,0.0,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.033
846,2.0,0.5,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.473
847,5.0,0.127,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.454
848,2.0,0.29,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.574
849,1.0,0.109,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.416
850,11.0,0.156,CBC,"said, one, time, like, day, say, peopl, work, also, year",0.462
851,15.0,0.131,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.427
852,3.0,0.257,CBC,"said, vaccin, say, peopl, new, report, time, one, also, year",0.534
853,9.0,0.117,CBC,"said, peopl, year, vaccin, like, first, also, time, back, one",0.317
854,10.0,0.177,CBC,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.517
855,7.0,0.196,CBC,"said, say, peopl, year, also, get, work, one, school, two",0.506
856,5.0,0.189,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.516
857,5.0,0.0,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.0
858,5.0,0.193,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.566
859,12.0,0.113,CBC,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.412
860,4.0,0.143,CBC,"said, time, say, new, peopl, n’t, like, one, year, take",0.486
861,1.0,0.067,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.357
862,13.0,0.116,CBC,"said, vaccin, say, one, like, also, week, peopl, use, year",0.548
863,5.0,0.034,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.427
864,1.0,0.083,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.411
865,6.0,0.103,CBC,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.472
866,5.0,0.199,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.538
867,17.0,0.02,CBC,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.72
868,10.0,0.045,CBC,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.388
869,2.0,0.144,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.282
870,5.0,0.171,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.481
871,0.0,0.152,CBC,"said, peopl, say, vaccin, one, like, time, get, day, new",0.485
872,5.0,0.062,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.329
873,5.0,0.09,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.397
874,10.0,0.107,CBC,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.452
875,17.0,0.205,CBC,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.513
876,9.0,0.182,CBC,"said, peopl, year, vaccin, like, first, also, time, back, one",0.426
877,14.0,0.033,CBC,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.556
878,1.0,0.14,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.542
879,10.0,0.126,CBC,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.336
880,5.0,0.083,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.6
881,14.0,0.132,CBC,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.356
882,15.0,0.107,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.539
883,3.0,0.079,CBC,"said, vaccin, say, peopl, new, report, time, one, also, year",0.398
884,16.0,0.172,CBC,"said, vaccin, one, peopl, say, get, new, day, time, case",0.466
885,18.0,0.157,CBC,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.329
886,2.0,0.057,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.379
887,18.0,0.078,CBC,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.432
888,2.0,0.254,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.425
889,12.0,0.12,CBC,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.415
890,16.0,0.079,CBC,"said, vaccin, one, peopl, say, get, new, day, time, case",0.386
891,9.0,0.146,CBC,"said, peopl, year, vaccin, like, first, also, time, back, one",0.46
892,14.0,0.146,CBC,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.341
893,12.0,0.202,CBC,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.539
894,1.0,-0.047,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.47
895,6.0,0.136,CBC,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.455
896,14.0,0.038,CBC,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.299
897,16.0,0.255,CBC,"said, vaccin, one, peopl, say, get, new, day, time, case",0.431
898,13.0,0.105,CBC,"said, vaccin, say, one, like, also, week, peopl, use, year",0.43
899,11.0,0.125,CBC,"said, one, time, like, day, say, peopl, work, also, year",0.494
900,2.0,0.209,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.422
901,7.0,0.089,CBC,"said, say, peopl, year, also, get, work, one, school, two",0.414
902,2.0,0.151,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.416
903,16.0,0.019,CBC,"said, vaccin, one, peopl, say, get, new, day, time, case",0.341
904,5.0,0.2,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.451
905,5.0,0.154,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.36
906,5.0,0.218,CBC,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.415
907,18.0,-0.027,CBC,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.393
908,12.0,0.212,CBC,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.667
909,15.0,0.078,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.417
910,14.0,0.106,CBC,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.423
911,15.0,0.087,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.42
912,6.0,0.144,CBC,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.394
913,2.0,0.098,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.445
914,2.0,0.099,CBC,"say, said, time, year, peopl, vaccin, first, like, also, work",0.484
915,7.0,0.056,CBC,"said, say, peopl, year, also, get, work, one, school, two",0.338
916,1.0,0.118,CBC,"said, say, peopl, year, one, time, day, first, like, get",0.469
917,15.0,0.145,CBC,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.412
918,17.0,-0.081,Washington Post,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.365
919,17.0,0.082,Washington Post,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.324
920,14.0,0.163,Washington Post,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.363
921,5.0,0.175,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.3
922,2.0,0.048,Washington Post,"say, said, time, year, peopl, vaccin, first, like, also, work",0.361
923,16.0,0.196,Washington Post,"said, vaccin, one, peopl, say, get, new, day, time, case",0.351
924,8.0,-0.3,Washington Post,"said, say, one, case, also, n’t, day, new, time, get",0.56
925,14.0,-0.175,Washington Post,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.396
926,10.0,0.45,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.75
927,5.0,0.091,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.46
928,10.0,0.074,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.319
929,0.0,0.011,Washington Post,"said, peopl, say, vaccin, one, like, time, get, day, new",0.41
930,6.0,-0.004,Washington Post,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.425
931,6.0,0.139,Washington Post,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.496
932,5.0,-0.064,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.288
933,1.0,0.059,Washington Post,"said, say, peopl, year, one, time, day, first, like, get",0.348
934,16.0,0.125,Washington Post,"said, vaccin, one, peopl, say, get, new, day, time, case",0.409
935,10.0,0.062,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.449
936,3.0,0.156,Washington Post,"said, vaccin, say, peopl, new, report, time, one, also, year",0.444
937,10.0,0.208,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.497
938,2.0,0.208,Washington Post,"say, said, time, year, peopl, vaccin, first, like, also, work",0.468
939,5.0,0.031,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.228
940,0.0,0.078,Washington Post,"said, peopl, say, vaccin, one, like, time, get, day, new",0.625
941,5.0,0.085,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.525
942,5.0,0.024,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.337
943,15.0,0.054,Washington Post,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.421
944,6.0,0.102,Washington Post,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.348
945,10.0,0.1,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.708
946,9.0,0.132,Washington Post,"said, peopl, year, vaccin, like, first, also, time, back, one",0.251
947,12.0,0.0,Washington Post,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.067
948,15.0,0.353,Washington Post,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.565
949,11.0,0.32,Washington Post,"said, one, time, like, day, say, peopl, work, also, year",0.547
950,0.0,-0.009,Washington Post,"said, peopl, say, vaccin, one, like, time, get, day, new",0.315
951,17.0,0.136,Washington Post,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.442
952,7.0,0.057,Washington Post,"said, say, peopl, year, also, get, work, one, school, two",0.363
953,10.0,0.126,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.652
954,5.0,0.062,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.515
955,9.0,0.112,Washington Post,"said, peopl, year, vaccin, like, first, also, time, back, one",0.422
956,13.0,0.202,Washington Post,"said, vaccin, say, one, like, also, week, peopl, use, year",0.5
957,10.0,0.455,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.89
958,14.0,0.133,Washington Post,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.49
959,14.0,0.12,Washington Post,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.442
960,12.0,0.319,Washington Post,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.55
961,4.0,0.241,Washington Post,"said, time, say, new, peopl, n’t, like, one, year, take",0.433
962,16.0,0.189,Washington Post,"said, vaccin, one, peopl, say, get, new, day, time, case",0.4
963,10.0,0.3,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.456
964,13.0,0.0,Washington Post,"said, vaccin, say, one, like, also, week, peopl, use, year",0.0
965,9.0,-0.014,Washington Post,"said, peopl, year, vaccin, like, first, also, time, back, one",0.552
966,13.0,0.074,Washington Post,"said, vaccin, say, one, like, also, week, peopl, use, year",0.578
967,6.0,0.13,Washington Post,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.72
968,13.0,0.225,Washington Post,"said, vaccin, say, one, like, also, week, peopl, use, year",0.496
969,4.0,-0.084,Washington Post,"said, time, say, new, peopl, n’t, like, one, year, take",0.301
970,14.0,0.238,Washington Post,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.369
971,2.0,0.188,Washington Post,"say, said, time, year, peopl, vaccin, first, like, also, work",0.219
972,2.0,-0.0,Washington Post,"say, said, time, year, peopl, vaccin, first, like, also, work",0.394
973,13.0,-0.3,Washington Post,"said, vaccin, say, one, like, also, week, peopl, use, year",0.4
974,2.0,0.0,Washington Post,"say, said, time, year, peopl, vaccin, first, like, also, work",0.258
975,10.0,0.157,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.335
976,13.0,-0.026,Washington Post,"said, vaccin, say, one, like, also, week, peopl, use, year",0.375
977,3.0,-0.019,Washington Post,"said, vaccin, say, peopl, new, report, time, one, also, year",0.365
978,11.0,0.041,Washington Post,"said, one, time, like, day, say, peopl, work, also, year",0.505
979,11.0,0.32,Washington Post,"said, one, time, like, day, say, peopl, work, also, year",0.78
980,2.0,-0.2,Washington Post,"say, said, time, year, peopl, vaccin, first, like, also, work",0.65
981,9.0,0.21,Washington Post,"said, peopl, year, vaccin, like, first, also, time, back, one",0.271
982,13.0,-0.076,Washington Post,"said, vaccin, say, one, like, also, week, peopl, use, year",0.541
983,8.0,0.033,Washington Post,"said, say, one, case, also, n’t, day, new, time, get",0.433
984,11.0,0.167,Washington Post,"said, one, time, like, day, say, peopl, work, also, year",0.244
985,7.0,0.067,Washington Post,"said, say, peopl, year, also, get, work, one, school, two",0.433
986,0.0,0.306,Washington Post,"said, peopl, say, vaccin, one, like, time, get, day, new",0.376
987,5.0,0.08,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.303
988,0.0,-0.1,Washington Post,"said, peopl, say, vaccin, one, like, time, get, day, new",0.2
989,5.0,0.0,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.189
990,16.0,-0.01,Washington Post,"said, vaccin, one, peopl, say, get, new, day, time, case",0.394
991,11.0,0.0,Washington Post,"said, one, time, like, day, say, peopl, work, also, year",1.0
992,15.0,0.2,Washington Post,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.442
993,15.0,0.13,Washington Post,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.491
994,10.0,0.107,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.42
995,5.0,0.35,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.388
996,5.0,0.2,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.425
997,6.0,0.049,Washington Post,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.459
998,9.0,0.162,Washington Post,"said, peopl, year, vaccin, like, first, also, time, back, one",0.656
999,2.0,-0.094,Washington Post,"say, said, time, year, peopl, vaccin, first, like, also, work",0.435
1000,5.0,0.322,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.56
1001,3.0,0.117,Washington Post,"said, vaccin, say, peopl, new, report, time, one, also, year",0.609
1002,9.0,0.329,Washington Post,"said, peopl, year, vaccin, like, first, also, time, back, one",0.496
1003,14.0,0.045,Washington Post,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.286
1004,7.0,0.115,Washington Post,"said, say, peopl, year, also, get, work, one, school, two",0.46
1005,13.0,0.246,Washington Post,"said, vaccin, say, one, like, also, week, peopl, use, year",0.605
1006,16.0,0.125,Washington Post,"said, vaccin, one, peopl, say, get, new, day, time, case",0.306
1007,7.0,0.063,Washington Post,"said, say, peopl, year, also, get, work, one, school, two",0.402
1008,14.0,0.089,Washington Post,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.371
1009,10.0,0.0,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.4
1010,7.0,0.172,Washington Post,"said, say, peopl, year, also, get, work, one, school, two",0.583
1011,6.0,0.116,Washington Post,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.397
1012,12.0,-0.375,Washington Post,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.408
1013,2.0,0.114,Washington Post,"say, said, time, year, peopl, vaccin, first, like, also, work",0.305
1014,6.0,0.223,Washington Post,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.358
1015,9.0,0.0,Washington Post,"said, peopl, year, vaccin, like, first, also, time, back, one",0.6
1016,5.0,-0.08,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.193
1017,6.0,0.049,Washington Post,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.471
1018,15.0,0.4,Washington Post,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.456
1019,2.0,0.1,Washington Post,"say, said, time, year, peopl, vaccin, first, like, also, work",0.636
1020,11.0,0.265,Washington Post,"said, one, time, like, day, say, peopl, work, also, year",0.445
1021,6.0,0.322,Washington Post,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.481
1022,14.0,0.134,Washington Post,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.58
1023,10.0,-0.096,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.281
1024,12.0,0.129,Washington Post,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.452
1025,14.0,0.213,Washington Post,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.307
1026,10.0,0.122,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.404
1027,10.0,0.016,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.259
1028,15.0,0.083,Washington Post,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.35
1029,12.0,-0.015,Washington Post,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.197
1030,4.0,0.065,Washington Post,"said, time, say, new, peopl, n’t, like, one, year, take",0.32
1031,4.0,0.076,Washington Post,"said, time, say, new, peopl, n’t, like, one, year, take",0.371
1032,10.0,0.085,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.419
1033,10.0,0.049,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.297
1034,10.0,0.075,Washington Post,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.461
1035,5.0,0.308,Washington Post,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.583
1036,13.0,0.145,Washington Post,"said, vaccin, say, one, like, also, week, peopl, use, year",0.386
1037,18.0,0.5,Globe and mail,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.5
1038,10.0,0.25,Globe and mail,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.3
1039,8.0,0.11,Globe and mail,"said, say, one, case, also, n’t, day, new, time, get",0.418
1040,17.0,0.08,Globe and mail,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.488
1041,16.0,0.183,Globe and mail,"said, vaccin, one, peopl, say, get, new, day, time, case",0.429
1042,10.0,0.117,Globe and mail,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.383
1043,10.0,0.159,Globe and mail,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.472
1044,7.0,0.049,Globe and mail,"said, say, peopl, year, also, get, work, one, school, two",0.441
1045,6.0,0.0,Globe and mail,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.0
1046,15.0,0.0,Globe and mail,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.0
1047,6.0,0.108,Globe and mail,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.37
1048,3.0,0.0,Globe and mail,"said, vaccin, say, peopl, new, report, time, one, also, year",0.0
1049,8.0,0.0,Globe and mail,"said, say, one, case, also, n’t, day, new, time, get",1.0
1050,9.0,0.163,Globe and mail,"said, peopl, year, vaccin, like, first, also, time, back, one",0.512
1051,11.0,0.0,Globe and mail,"said, one, time, like, day, say, peopl, work, also, year",0.0
1052,17.0,-0.15,Globe and mail,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.576
1053,7.0,0.1,Globe and mail,"said, say, peopl, year, also, get, work, one, school, two",0.475
1054,17.0,0.332,Globe and mail,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.59
1055,12.0,0.326,Globe and mail,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.385
1056,15.0,0.163,Tech Crunch,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.439
1057,13.0,0.134,Tech Crunch,"said, vaccin, say, one, like, also, week, peopl, use, year",0.438
1058,12.0,0.221,Tech Crunch,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.459
1059,18.0,0.096,Tech Crunch,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.413
1060,1.0,0.14,Tech Crunch,"said, say, peopl, year, one, time, day, first, like, get",0.457
1061,12.0,0.062,Tech Crunch,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.44
1062,8.0,0.059,Tech Crunch,"said, say, one, case, also, n’t, day, new, time, get",0.439
1063,12.0,0.224,Tech Crunch,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.467
1064,0.0,0.183,Tech Crunch,"said, peopl, say, vaccin, one, like, time, get, day, new",0.382
1065,10.0,0.064,Tech Crunch,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.427
