,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
1370,0.0,0.04,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.37
1371,11.0,0.103,The Star,"said, one, time, like, day, say, peopl, work, also, year",0.407
1372,13.0,0.045,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.385
1373,0.0,0.076,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.49
1374,15.0,0.072,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.357
1375,16.0,0.104,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.501
1376,13.0,0.105,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.428
1377,14.0,0.118,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.379
1378,14.0,0.081,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.368
1379,0.0,0.059,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.353
1380,18.0,0.068,The Star,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.412
1381,16.0,0.154,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.419
1382,13.0,0.131,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.481
1383,6.0,0.097,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.393
1384,13.0,0.131,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.422
1385,16.0,0.1,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.347
1386,14.0,0.04,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.368
1387,15.0,0.134,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.35
1388,10.0,0.05,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.349
1389,7.0,0.014,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.369
1390,16.0,0.12,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.389
1391,13.0,0.117,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.455
1392,13.0,0.057,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.43
1393,14.0,0.054,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.303
1394,6.0,0.115,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.398
1395,14.0,0.088,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.403
1396,13.0,0.133,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.445
1397,14.0,0.124,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.467
1398,14.0,0.109,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.402
1399,16.0,0.045,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.435
1400,0.0,0.086,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.477
1401,10.0,-0.001,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.43
1402,2.0,0.153,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.399
1403,5.0,0.122,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.468
1404,17.0,0.086,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.449
1405,13.0,0.083,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.43
1406,0.0,0.072,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.324
1407,13.0,0.031,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.382
1408,11.0,0.081,The Star,"said, one, time, like, day, say, peopl, work, also, year",0.432
1409,14.0,0.052,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.545
1410,13.0,0.147,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.4
1411,17.0,0.068,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.442
1412,6.0,0.036,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.338
1413,14.0,0.073,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.414
1414,6.0,0.089,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.34
1415,11.0,0.102,The Star,"said, one, time, like, day, say, peopl, work, also, year",0.393
1416,15.0,0.074,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.397
1417,13.0,0.154,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.479
1418,13.0,0.125,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.444
1419,17.0,0.075,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.446
1420,14.0,0.062,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.391
1421,4.0,0.1,The Star,"said, time, say, new, peopl, n’t, like, one, year, take",0.336
1422,14.0,0.092,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.417
1423,13.0,0.178,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.542
1424,14.0,0.107,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.438
1425,13.0,0.05,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.356
1426,0.0,0.036,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.482
1427,6.0,-0.008,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.406
1428,5.0,0.112,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.411
1429,3.0,0.078,The Star,"said, vaccin, say, peopl, new, report, time, one, also, year",0.334
1430,9.0,0.006,The Star,"said, peopl, year, vaccin, like, first, also, time, back, one",0.396
1431,14.0,0.043,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.361
1432,14.0,0.058,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.478
1433,17.0,0.068,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.43
1434,13.0,0.091,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.533
1435,9.0,0.111,The Star,"said, peopl, year, vaccin, like, first, also, time, back, one",0.385
1436,14.0,0.072,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.413
1437,2.0,0.075,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.444
1438,15.0,0.095,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.427
1439,10.0,0.147,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.462
1440,5.0,0.172,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.45
1441,16.0,0.079,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.325
1442,5.0,0.13,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.354
1443,12.0,0.135,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.499
1444,13.0,0.121,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.466
1445,3.0,0.074,The Star,"said, vaccin, say, peopl, new, report, time, one, also, year",0.304
1446,16.0,0.038,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.315
1447,7.0,0.137,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.417
1448,17.0,0.059,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.433
1449,14.0,0.125,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.399
1450,12.0,0.087,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.401
1451,15.0,0.102,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.481
1452,14.0,0.086,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.412
1453,2.0,0.059,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.403
1454,2.0,0.069,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.445
1455,16.0,0.095,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.366
1456,0.0,0.064,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.448
1457,13.0,-0.03,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.547
1458,13.0,0.028,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.347
1459,4.0,0.113,The Star,"said, time, say, new, peopl, n’t, like, one, year, take",0.472
1460,17.0,0.053,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.421
1461,9.0,0.139,The Star,"said, peopl, year, vaccin, like, first, also, time, back, one",0.455
1462,6.0,0.099,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.416
1463,4.0,0.126,The Star,"said, time, say, new, peopl, n’t, like, one, year, take",0.367
1464,14.0,0.104,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.282
1465,12.0,0.044,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.462
1466,14.0,0.083,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.355
1467,6.0,0.038,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.465
1468,14.0,0.123,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.411
1469,17.0,0.038,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.397
1470,14.0,-0.5,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.3
1471,10.0,0.142,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.413
1472,1.0,0.142,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.431
1473,7.0,0.036,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.383
1474,8.0,0.026,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.303
1475,1.0,-0.011,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.369
1476,1.0,0.199,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.413
1477,7.0,-0.159,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.736
1478,2.0,-0.052,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.192
1479,8.0,0.018,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.417
1480,9.0,0.085,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.27
1481,11.0,0.039,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.379
1482,2.0,0.058,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.317
1483,1.0,0.055,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.449
1484,11.0,0.089,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.325
1485,10.0,0.239,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.481
1486,7.0,0.078,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.295
1487,13.0,0.247,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.493
1488,14.0,0.146,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.503
1489,15.0,0.05,Channel News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.548
1490,17.0,-0.087,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.223
1491,16.0,0.059,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.453
1492,14.0,0.005,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.283
1493,13.0,0.06,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.433
1494,13.0,0.114,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.493
1495,13.0,0.081,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.32
1496,15.0,0.03,Channel News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.386
1497,9.0,0.028,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.322
1498,9.0,0.127,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.337
1499,16.0,0.174,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.466
1500,6.0,0.079,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.382
1501,11.0,0.117,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.363
1502,17.0,0.098,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.252
1503,18.0,-0.128,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.389
1504,6.0,0.066,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.492
1505,18.0,0.005,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.371
1506,14.0,0.041,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.384
1507,16.0,0.147,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.371
1508,14.0,0.092,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.34
1509,15.0,0.173,Channel News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.41
1510,10.0,-0.036,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.455
1511,7.0,-0.004,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.346
1512,8.0,-0.047,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.31
1513,10.0,0.261,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.457
1514,8.0,0.06,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.295
1515,18.0,0.224,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.573
1516,2.0,0.05,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.507
1517,2.0,0.25,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.3
1518,5.0,0.175,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.275
1519,9.0,0.081,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.452
1520,10.0,0.106,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.196
1521,10.0,0.043,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.386
1522,6.0,0.046,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.388
1523,17.0,0.039,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.283
1524,8.0,0.029,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.386
1525,10.0,0.059,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.353
1526,0.0,0.091,Channel News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.402
1527,12.0,0.059,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.202
1528,18.0,0.124,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.418
1529,12.0,0.13,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.325
1530,14.0,0.02,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.334
1531,13.0,-0.122,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.584
1532,10.0,-0.084,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.389
1533,16.0,0.101,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.421
1534,17.0,0.074,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.321
1535,13.0,0.098,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.358
1536,7.0,0.114,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.456
1537,18.0,0.033,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.345
1538,2.0,0.111,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.422
1539,10.0,0.096,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.385
1540,5.0,-0.021,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.271
1541,13.0,0.123,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.285
1542,7.0,0.088,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.224
1543,10.0,0.052,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.322
1544,3.0,0.015,Channel News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.46
1545,10.0,0.129,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.356
1546,7.0,0.136,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.354
1547,18.0,0.034,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.34
1548,0.0,0.103,Channel News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.436
1549,14.0,0.05,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.4
1550,1.0,0.107,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.417
1551,14.0,0.158,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.433
1552,12.0,0.084,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.419
1553,10.0,-0.029,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.433
1554,1.0,0.062,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.441
1555,8.0,0.108,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.453
1556,4.0,0.082,Channel News,"said, time, say, new, peopl, n’t, like, one, year, take",0.27
1557,2.0,0.025,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.54
1558,9.0,-0.082,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.478
1559,14.0,0.277,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.533
1560,11.0,-0.105,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.486
1561,5.0,-0.005,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.465
1562,6.0,0.5,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.5
1563,1.0,0.212,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.318
1564,7.0,-0.105,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.312
1565,17.0,0.25,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.25
1566,15.0,-0.062,Channel News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.188
1567,16.0,0.136,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.455
1568,16.0,-0.071,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.318
1569,5.0,0.5,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.625
1570,14.0,0.094,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.477
1571,11.0,0.054,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.322
1572,2.0,0.242,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.433
1573,1.0,0.142,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.451
1574,9.0,-0.055,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.43
1575,18.0,-0.077,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.43
1576,15.0,0.21,Channel News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.509
1577,8.0,0.0,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.0
1578,16.0,0.0,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.3
1579,16.0,0.5,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.5
1580,18.0,0.232,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.433
1581,2.0,0.5,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.5
1582,11.0,0.036,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.336
1583,2.0,0.118,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.372
1584,9.0,0.075,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.391
1585,16.0,0.116,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.394
1586,18.0,0.156,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.343
1587,14.0,0.149,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.417
1588,3.0,0.113,Channel News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.292
1589,18.0,0.139,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.432
1590,10.0,0.127,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.392
1591,10.0,0.08,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.356
1592,10.0,0.093,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.346
1593,10.0,0.063,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.472
1594,5.0,0.085,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.435
1595,10.0,0.172,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.49
1596,10.0,0.242,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.458
1597,12.0,0.022,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.244
1598,13.0,0.087,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.489
1599,6.0,0.031,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.495
1600,10.0,0.014,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.285
1601,10.0,0.071,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.305
1602,12.0,0.042,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.436
1603,17.0,0.042,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.445
1604,16.0,0.086,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.441
1605,13.0,0.057,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.638
1606,17.0,-0.0,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.441
1607,12.0,0.102,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.319
1608,5.0,-0.082,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.428
1609,6.0,0.019,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.304
1610,10.0,0.205,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.392
1611,6.0,0.046,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.321
1612,15.0,0.08,Channel News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.376
1613,11.0,0.013,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.213
1614,14.0,-0.104,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.284
1615,5.0,0.085,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.374
1616,6.0,-0.013,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.381
1617,10.0,0.076,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.421
1618,17.0,0.07,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.365
1619,4.0,0.061,Channel News,"said, time, say, new, peopl, n’t, like, one, year, take",0.388
1620,10.0,0.01,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.361
1621,14.0,0.07,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.395
1622,2.0,0.021,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.28
1623,10.0,0.0,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.1
1624,14.0,-0.125,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.125
1625,14.0,-0.125,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.125
1626,12.0,0.375,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.435
1627,10.0,0.133,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.433
1628,16.0,0.105,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.475
1629,10.0,0.222,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.503
1630,7.0,0.0,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.0
1631,10.0,0.135,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.558
1632,5.0,0.194,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.377
1633,2.0,0.315,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.417
1634,2.0,0.278,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.428
1635,1.0,0.194,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.531
1636,18.0,0.227,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.491
1637,10.0,0.138,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.525
1638,14.0,-0.506,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.941
1639,1.0,0.15,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.389
1640,4.0,0.142,Channel News,"said, time, say, new, peopl, n’t, like, one, year, take",0.437
1641,10.0,0.068,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.457
1642,10.0,0.107,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.525
1643,10.0,0.097,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.366
1644,9.0,0.013,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.454
1645,13.0,0.236,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.527
1646,6.0,0.013,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.359
1647,6.0,0.124,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.406
1648,8.0,0.019,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.417
1649,2.0,0.024,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.405
1650,10.0,0.083,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.395
1651,10.0,0.125,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.452
1652,7.0,0.02,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.263
1653,10.0,-0.017,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.384
1654,17.0,0.333,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.486
1655,6.0,0.297,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.343
1656,17.0,0.047,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.151
1657,5.0,0.167,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.333
1658,3.0,0.136,Channel News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.455
1659,16.0,0.039,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.32
1660,13.0,0.204,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.46
1661,3.0,0.037,Channel News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.406
1662,0.0,0.084,Channel News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.431
1663,10.0,0.007,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.366
1664,14.0,-0.2,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.3
1665,18.0,-0.108,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.483
1666,16.0,0.115,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.433
1667,6.0,0.375,Channel News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.575
1668,8.0,0.467,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.4
1669,8.0,0.5,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.533
1670,15.0,0.6,Channel News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.375
